sample_id,source_id,algorithm_family,label,trojan_type,fold_iid_r0,fold_iid_r1,fold_iid_r2,holdout_family
benign_vqc_v1_000570,benign_vqc_v1_000570,vqc,benign,benign,0,0,1,vqc
benign_vqc_v1_000571,benign_vqc_v1_000571,vqc,benign,benign,4,4,1,vqc
benign_vqc_v1_000572,benign_vqc_v1_000572,vqc,benign,benign,4,0,1,vqc
benign_vqc_v1_000573,benign_vqc_v1_000573,vqc,benign,benign,3,3,2,vqc
benign_vqc_v1_000574,benign_vqc_v1_000574,vqc,benign,benign,1,2,4,vqc
benign_vqc_v1_000575,benign_vqc_v1_000575,vqc,benign,benign,2,3,1,vqc
benign_vqc_v1_000576,benign_vqc_v1_000576,vqc,benign,benign,0,2,0,vqc
benign_vqc_v1_000577,benign_vqc_v1_000577,vqc,benign,benign,4,1,0,vqc
benign_vqc_v1_000578,benign_vqc_v1_000578,vqc,benign,benign,3,1,4,vqc
benign_vqc_v1_000579,benign_vqc_v1_000579,vqc,benign,benign,2,3,1,vqc
benign_vqc_v1_000580,benign_vqc_v1_000580,vqc,benign,benign,2,0,3,vqc
benign_vqc_v1_000581,benign_vqc_v1_000581,vqc,benign,benign,1,1,0,vqc
benign_vqc_v1_000582,benign_vqc_v1_000582,vqc,benign,benign,1,1,4,vqc
benign_vqc_v1_000583,benign_vqc_v1_000583,vqc,benign,benign,3,2,3,vqc
benign_vqc_v1_000584,benign_vqc_v1_000584,vqc,benign,benign,4,4,3,vqc
benign_vqc_v1_000585,benign_vqc_v1_000585,vqc,benign,benign,2,0,2,vqc
benign_vqc_v1_000586,benign_vqc_v1_000586,vqc,benign,benign,2,3,2,vqc
benign_vqc_v1_000587,benign_vqc_v1_000587,vqc,benign,benign,2,4,0,vqc
benign_vqc_v1_000588,benign_vqc_v1_000588,vqc,benign,benign,0,1,3,vqc
benign_vqc_v1_000589,benign_vqc_v1_000589,vqc,benign,benign,4,4,3,vqc
benign_vqc_v1_000590,benign_vqc_v1_000590,vqc,benign,benign,3,0,3,vqc
benign_vqc_v1_000591,benign_vqc_v1_000591,vqc,benign,benign,2,1,1,vqc
benign_vqc_v1_000592,benign_vqc_v1_000592,vqc,benign,benign,1,2,2,vqc
benign_vqc_v1_000593,benign_vqc_v1_000593,vqc,benign,benign,3,0,0,vqc
benign_vqc_v1_000594,benign_vqc_v1_000594,vqc,benign,benign,4,4,1,vqc
benign_vqc_v1_000595,benign_vqc_v1_000595,vqc,benign,benign,0,3,1,vqc
benign_vqc_v1_000596,benign_vqc_v1_000596,vqc,benign,benign,0,0,1,vqc
benign_vqc_v1_000597,benign_vqc_v1_000597,vqc,benign,benign,0,2,1,vqc
benign_vqc_v1_000598,benign_vqc_v1_000598,vqc,benign,benign,0,1,1,vqc
benign_vqc_v1_000599,benign_vqc_v1_000599,vqc,benign,benign,4,1,1,vqc
benign_qft_v1_000000,benign_qft_v1_000000,qft,benign,benign,4,3,2,qft
benign_qft_v1_000001,benign_qft_v1_000001,qft,benign,benign,1,2,1,qft
benign_qft_v1_000002,benign_qft_v1_000002,qft,benign,benign,1,0,1,qft
benign_qft_v1_000003,benign_qft_v1_000003,qft,benign,benign,2,4,2,qft
benign_qft_v1_000004,benign_qft_v1_000004,qft,benign,benign,4,3,4,qft
benign_qft_v1_000005,benign_qft_v1_000005,qft,benign,benign,0,2,2,qft
benign_qft_v1_000006,benign_qft_v1_000006,qft,benign,benign,2,3,0,qft
benign_qft_v1_000007,benign_qft_v1_000007,qft,benign,benign,2,1,3,qft
benign_qft_v1_000008,benign_qft_v1_000008,qft,benign,benign,0,4,2,qft
benign_qft_v1_000009,benign_qft_v1_000009,qft,benign,benign,1,3,0,qft
benign_qft_v1_000010,benign_qft_v1_000010,qft,benign,benign,1,3,0,qft
benign_qft_v1_000011,benign_qft_v1_000011,qft,benign,benign,0,1,2,qft
benign_qft_v1_000012,benign_qft_v1_000012,qft,benign,benign,2,3,0,qft
benign_qft_v1_000013,benign_qft_v1_000013,qft,benign,benign,4,4,1,qft
benign_qft_v1_000014,benign_qft_v1_000014,qft,benign,benign,0,3,0,qft
benign_qft_v1_000015,benign_qft_v1_000015,qft,benign,benign,1,2,1,qft
benign_qft_v1_000016,benign_qft_v1_000016,qft,benign,benign,3,4,2,qft
benign_qft_v1_000017,benign_qft_v1_000017,qft,benign,benign,1,0,1,qft
benign_qft_v1_000018,benign_qft_v1_000018,qft,benign,benign,1,1,3,qft
benign_qft_v1_000019,benign_qft_v1_000019,qft,benign,benign,4,3,1,qft
benign_qft_v1_000020,benign_qft_v1_000020,qft,benign,benign,1,0,3,qft
benign_qft_v1_000021,benign_qft_v1_000021,qft,benign,benign,0,1,4,qft
benign_qft_v1_000022,benign_qft_v1_000022,qft,benign,benign,4,3,3,qft
benign_qft_v1_000023,benign_qft_v1_000023,qft,benign,benign,0,2,4,qft
benign_qft_v1_000024,benign_qft_v1_000024,qft,benign,benign,2,0,4,qft
benign_qft_v1_000025,benign_qft_v1_000025,qft,benign,benign,2,4,1,qft
benign_qft_v1_000026,benign_qft_v1_000026,qft,benign,benign,2,4,3,qft
benign_qft_v1_000027,benign_qft_v1_000027,qft,benign,benign,4,3,0,qft
benign_qft_v1_000028,benign_qft_v1_000028,qft,benign,benign,4,4,2,qft
benign_qft_v1_000029,benign_qft_v1_000029,qft,benign,benign,4,2,4,qft
benign_qft_v1_000030,benign_qft_v1_000030,qft,benign,benign,3,4,3,qft
benign_qft_v1_000031,benign_qft_v1_000031,qft,benign,benign,1,0,4,qft
benign_qft_v1_000032,benign_qft_v1_000032,qft,benign,benign,4,3,1,qft
benign_qft_v1_000033,benign_qft_v1_000033,qft,benign,benign,3,4,4,qft
benign_qft_v1_000034,benign_qft_v1_000034,qft,benign,benign,2,3,4,qft
benign_qft_v1_000035,benign_qft_v1_000035,qft,benign,benign,1,4,1,qft
benign_qft_v1_000036,benign_qft_v1_000036,qft,benign,benign,1,4,2,qft
benign_qft_v1_000037,benign_qft_v1_000037,qft,benign,benign,3,2,4,qft
benign_qft_v1_000038,benign_qft_v1_000038,qft,benign,benign,4,4,3,qft
benign_qft_v1_000039,benign_qft_v1_000039,qft,benign,benign,2,0,0,qft
benign_qft_v1_000040,benign_qft_v1_000040,qft,benign,benign,3,1,4,qft
benign_qft_v1_000041,benign_qft_v1_000041,qft,benign,benign,3,1,4,qft
benign_qft_v1_000042,benign_qft_v1_000042,qft,benign,benign,3,4,1,qft
benign_qft_v1_000043,benign_qft_v1_000043,qft,benign,benign,4,0,4,qft
benign_qft_v1_000044,benign_qft_v1_000044,qft,benign,benign,3,4,1,qft
benign_qft_v1_000045,benign_qft_v1_000045,qft,benign,benign,1,2,1,qft
benign_qft_v1_000046,benign_qft_v1_000046,qft,benign,benign,4,1,0,qft
benign_qft_v1_000047,benign_qft_v1_000047,qft,benign,benign,4,1,4,qft
benign_qft_v1_000048,benign_qft_v1_000048,qft,benign,benign,2,1,1,qft
benign_qft_v1_000049,benign_qft_v1_000049,qft,benign,benign,1,1,4,qft
benign_qft_v1_000050,benign_qft_v1_000050,qft,benign,benign,4,3,2,qft
benign_qft_v1_000051,benign_qft_v1_000051,qft,benign,benign,0,2,0,qft
benign_qft_v1_000052,benign_qft_v1_000052,qft,benign,benign,3,1,0,qft
benign_qft_v1_000053,benign_qft_v1_000053,qft,benign,benign,1,4,4,qft
benign_qft_v1_000054,benign_qft_v1_000054,qft,benign,benign,2,2,2,qft
benign_qft_v1_000055,benign_qft_v1_000055,qft,benign,benign,2,1,4,qft
benign_qft_v1_000056,benign_qft_v1_000056,qft,benign,benign,1,2,4,qft
benign_qft_v1_000057,benign_qft_v1_000057,qft,benign,benign,2,0,4,qft
benign_qft_v1_000058,benign_qft_v1_000058,qft,benign,benign,2,0,3,qft
benign_qft_v1_000059,benign_qft_v1_000059,qft,benign,benign,3,0,3,qft
benign_qft_v1_000060,benign_qft_v1_000060,qft,benign,benign,0,1,4,qft
benign_qft_v1_000061,benign_qft_v1_000061,qft,benign,benign,0,2,2,qft
benign_qft_v1_000062,benign_qft_v1_000062,qft,benign,benign,1,0,1,qft
benign_qft_v1_000063,benign_qft_v1_000063,qft,benign,benign,4,3,2,qft
benign_qft_v1_000064,benign_qft_v1_000064,qft,benign,benign,4,4,1,qft
benign_qft_v1_000065,benign_qft_v1_000065,qft,benign,benign,1,2,3,qft
benign_qft_v1_000066,benign_qft_v1_000066,qft,benign,benign,3,3,4,qft
benign_qft_v1_000067,benign_qft_v1_000067,qft,benign,benign,3,2,0,qft
benign_qft_v1_000068,benign_qft_v1_000068,qft,benign,benign,1,0,2,qft
benign_qft_v1_000069,benign_qft_v1_000069,qft,benign,benign,3,3,3,qft
benign_qft_v1_000070,benign_qft_v1_000070,qft,benign,benign,3,3,2,qft
benign_qft_v1_000071,benign_qft_v1_000071,qft,benign,benign,2,3,2,qft
benign_qft_v1_000072,benign_qft_v1_000072,qft,benign,benign,4,0,2,qft
benign_qft_v1_000073,benign_qft_v1_000073,qft,benign,benign,0,3,4,qft
benign_qft_v1_000074,benign_qft_v1_000074,qft,benign,benign,4,3,3,qft
benign_qft_v1_000075,benign_qft_v1_000075,qft,benign,benign,0,2,1,qft
benign_qft_v1_000076,benign_qft_v1_000076,qft,benign,benign,2,1,1,qft
benign_qft_v1_000077,benign_qft_v1_000077,qft,benign,benign,4,4,1,qft
benign_qft_v1_000078,benign_qft_v1_000078,qft,benign,benign,0,4,3,qft
benign_qft_v1_000079,benign_qft_v1_000079,qft,benign,benign,4,4,2,qft
benign_qft_v1_000080,benign_qft_v1_000080,qft,benign,benign,1,0,0,qft
benign_qft_v1_000081,benign_qft_v1_000081,qft,benign,benign,1,1,3,qft
benign_qft_v1_000082,benign_qft_v1_000082,qft,benign,benign,1,4,2,qft
benign_qft_v1_000083,benign_qft_v1_000083,qft,benign,benign,2,1,3,qft
benign_qft_v1_000084,benign_qft_v1_000084,qft,benign,benign,4,3,1,qft
benign_qft_v1_000085,benign_qft_v1_000085,qft,benign,benign,1,2,1,qft
benign_qft_v1_000086,benign_qft_v1_000086,qft,benign,benign,2,1,1,qft
benign_qft_v1_000087,benign_qft_v1_000087,qft,benign,benign,4,4,4,qft
benign_qft_v1_000088,benign_qft_v1_000088,qft,benign,benign,1,4,4,qft
benign_qft_v1_000089,benign_qft_v1_000089,qft,benign,benign,0,0,2,qft
benign_qft_v1_000090,benign_qft_v1_000090,qft,benign,benign,4,4,2,qft
benign_qft_v1_000091,benign_qft_v1_000091,qft,benign,benign,2,2,2,qft
benign_qft_v1_000092,benign_qft_v1_000092,qft,benign,benign,4,1,1,qft
benign_qft_v1_000093,benign_qft_v1_000093,qft,benign,benign,3,3,1,qft
benign_qft_v1_000094,benign_qft_v1_000094,qft,benign,benign,2,1,1,qft
benign_qft_v1_000095,benign_qft_v1_000095,qft,benign,benign,4,1,2,qft
benign_qft_v1_000096,benign_qft_v1_000096,qft,benign,benign,1,4,4,qft
benign_qft_v1_000097,benign_qft_v1_000097,qft,benign,benign,0,3,3,qft
benign_qft_v1_000098,benign_qft_v1_000098,qft,benign,benign,4,2,4,qft
benign_qft_v1_000099,benign_qft_v1_000099,qft,benign,benign,1,2,2,qft
benign_qft_v1_000100,benign_qft_v1_000100,qft,benign,benign,3,1,2,qft
benign_qft_v1_000101,benign_qft_v1_000101,qft,benign,benign,4,0,0,qft
benign_qft_v1_000102,benign_qft_v1_000102,qft,benign,benign,3,3,2,qft
benign_qft_v1_000103,benign_qft_v1_000103,qft,benign,benign,2,4,0,qft
benign_qft_v1_000104,benign_qft_v1_000104,qft,benign,benign,2,0,4,qft
benign_qft_v1_000105,benign_qft_v1_000105,qft,benign,benign,4,4,3,qft
benign_qft_v1_000106,benign_qft_v1_000106,qft,benign,benign,2,3,3,qft
benign_qft_v1_000107,benign_qft_v1_000107,qft,benign,benign,3,1,4,qft
benign_qft_v1_000108,benign_qft_v1_000108,qft,benign,benign,2,2,0,qft
benign_qft_v1_000109,benign_qft_v1_000109,qft,benign,benign,0,0,4,qft
benign_qft_v1_000110,benign_qft_v1_000110,qft,benign,benign,2,3,2,qft
benign_qft_v1_000111,benign_qft_v1_000111,qft,benign,benign,0,4,3,qft
benign_qft_v1_000112,benign_qft_v1_000112,qft,benign,benign,1,3,2,qft
benign_qft_v1_000113,benign_qft_v1_000113,qft,benign,benign,0,4,3,qft
benign_qft_v1_000114,benign_qft_v1_000114,qft,benign,benign,4,4,3,qft
benign_qft_v1_000115,benign_qft_v1_000115,qft,benign,benign,4,2,4,qft
benign_qft_v1_000116,benign_qft_v1_000116,qft,benign,benign,4,0,3,qft
benign_qft_v1_000117,benign_qft_v1_000117,qft,benign,benign,1,4,3,qft
benign_qft_v1_000118,benign_qft_v1_000118,qft,benign,benign,2,0,0,qft
benign_qft_v1_000119,benign_qft_v1_000119,qft,benign,benign,1,4,3,qft
benign_qft_v1_000120,benign_qft_v1_000120,qft,benign,benign,2,4,4,qft
benign_qft_v1_000121,benign_qft_v1_000121,qft,benign,benign,3,2,3,qft
benign_qft_v1_000122,benign_qft_v1_000122,qft,benign,benign,3,3,3,qft
benign_qft_v1_000123,benign_qft_v1_000123,qft,benign,benign,1,3,1,qft
benign_qft_v1_000124,benign_qft_v1_000124,qft,benign,benign,0,3,0,qft
benign_qft_v1_000125,benign_qft_v1_000125,qft,benign,benign,1,3,0,qft
benign_qft_v1_000126,benign_qft_v1_000126,qft,benign,benign,4,0,2,qft
benign_qft_v1_000127,benign_qft_v1_000127,qft,benign,benign,2,1,0,qft
benign_qft_v1_000128,benign_qft_v1_000128,qft,benign,benign,0,1,0,qft
benign_qft_v1_000129,benign_qft_v1_000129,qft,benign,benign,1,4,0,qft
benign_qft_v1_000130,benign_qft_v1_000130,qft,benign,benign,4,3,0,qft
benign_qft_v1_000131,benign_qft_v1_000131,qft,benign,benign,4,3,1,qft
benign_qft_v1_000132,benign_qft_v1_000132,qft,benign,benign,2,1,1,qft
benign_qft_v1_000133,benign_qft_v1_000133,qft,benign,benign,1,1,1,qft
benign_qft_v1_000134,benign_qft_v1_000134,qft,benign,benign,3,4,2,qft
benign_qft_v1_000135,benign_qft_v1_000135,qft,benign,benign,1,2,3,qft
benign_qft_v1_000136,benign_qft_v1_000136,qft,benign,benign,0,2,0,qft
benign_qft_v1_000137,benign_qft_v1_000137,qft,benign,benign,2,1,2,qft
benign_qft_v1_000138,benign_qft_v1_000138,qft,benign,benign,0,3,0,qft
benign_qft_v1_000139,benign_qft_v1_000139,qft,benign,benign,2,4,3,qft
benign_qft_v1_000140,benign_qft_v1_000140,qft,benign,benign,2,0,1,qft
benign_qft_v1_000141,benign_qft_v1_000141,qft,benign,benign,1,4,2,qft
benign_qft_v1_000142,benign_qft_v1_000142,qft,benign,benign,0,2,0,qft
benign_qft_v1_000143,benign_qft_v1_000143,qft,benign,benign,0,1,2,qft
benign_qft_v1_000144,benign_qft_v1_000144,qft,benign,benign,1,2,4,qft
benign_qft_v1_000145,benign_qft_v1_000145,qft,benign,benign,4,1,2,qft
benign_qft_v1_000146,benign_qft_v1_000146,qft,benign,benign,3,3,3,qft
benign_qft_v1_000147,benign_qft_v1_000147,qft,benign,benign,4,0,2,qft
benign_qft_v1_000148,benign_qft_v1_000148,qft,benign,benign,2,4,2,qft
benign_qft_v1_000149,benign_qft_v1_000149,qft,benign,benign,4,1,3,qft
benign_qft_v1_000150,benign_qft_v1_000150,qft,benign,benign,3,0,3,qft
benign_qft_v1_000151,benign_qft_v1_000151,qft,benign,benign,1,2,0,qft
benign_qft_v1_000152,benign_qft_v1_000152,qft,benign,benign,3,2,3,qft
benign_qft_v1_000153,benign_qft_v1_000153,qft,benign,benign,3,0,0,qft
benign_qft_v1_000154,benign_qft_v1_000154,qft,benign,benign,1,2,1,qft
benign_qft_v1_000155,benign_qft_v1_000155,qft,benign,benign,2,4,1,qft
benign_qft_v1_000156,benign_qft_v1_000156,qft,benign,benign,0,1,1,qft
benign_qft_v1_000157,benign_qft_v1_000157,qft,benign,benign,2,2,4,qft
benign_qft_v1_000158,benign_qft_v1_000158,qft,benign,benign,2,4,3,qft
benign_qft_v1_000159,benign_qft_v1_000159,qft,benign,benign,1,2,0,qft
benign_qft_v1_000160,benign_qft_v1_000160,qft,benign,benign,2,2,2,qft
benign_qft_v1_000161,benign_qft_v1_000161,qft,benign,benign,1,0,2,qft
benign_qft_v1_000162,benign_qft_v1_000162,qft,benign,benign,0,1,0,qft
benign_qft_v1_000163,benign_qft_v1_000163,qft,benign,benign,4,0,3,qft
benign_qft_v1_000164,benign_qft_v1_000164,qft,benign,benign,0,2,2,qft
benign_qft_v1_000165,benign_qft_v1_000165,qft,benign,benign,3,3,4,qft
benign_qft_v1_000166,benign_qft_v1_000166,qft,benign,benign,1,0,4,qft
benign_qft_v1_000167,benign_qft_v1_000167,qft,benign,benign,1,0,3,qft
benign_qft_v1_000168,benign_qft_v1_000168,qft,benign,benign,1,2,4,qft
benign_qft_v1_000169,benign_qft_v1_000169,qft,benign,benign,0,0,2,qft
benign_qft_v1_000170,benign_qft_v1_000170,qft,benign,benign,4,3,3,qft
benign_qft_v1_000171,benign_qft_v1_000171,qft,benign,benign,1,1,1,qft
benign_qft_v1_000172,benign_qft_v1_000172,qft,benign,benign,4,3,3,qft
benign_qft_v1_000173,benign_qft_v1_000173,qft,benign,benign,4,4,1,qft
benign_qft_v1_000174,benign_qft_v1_000174,qft,benign,benign,3,0,0,qft
benign_qft_v1_000175,benign_qft_v1_000175,qft,benign,benign,2,2,3,qft
benign_qft_v1_000176,benign_qft_v1_000176,qft,benign,benign,2,0,2,qft
benign_qft_v1_000177,benign_qft_v1_000177,qft,benign,benign,2,0,1,qft
benign_qft_v1_000178,benign_qft_v1_000178,qft,benign,benign,0,2,3,qft
benign_qft_v1_000179,benign_qft_v1_000179,qft,benign,benign,3,3,0,qft
benign_qft_v1_000180,benign_qft_v1_000180,qft,benign,benign,2,0,1,qft
benign_qft_v1_000181,benign_qft_v1_000181,qft,benign,benign,1,0,4,qft
benign_qft_v1_000182,benign_qft_v1_000182,qft,benign,benign,0,4,2,qft
benign_qft_v1_000183,benign_qft_v1_000183,qft,benign,benign,2,3,4,qft
benign_qft_v1_000184,benign_qft_v1_000184,qft,benign,benign,2,2,3,qft
benign_qft_v1_000185,benign_qft_v1_000185,qft,benign,benign,0,2,4,qft
benign_qft_v1_000186,benign_qft_v1_000186,qft,benign,benign,4,2,1,qft
benign_qft_v1_000187,benign_qft_v1_000187,qft,benign,benign,4,2,1,qft
benign_qft_v1_000188,benign_qft_v1_000188,qft,benign,benign,2,3,4,qft
benign_qft_v1_000189,benign_qft_v1_000189,qft,benign,benign,4,4,0,qft
benign_qft_v1_000190,benign_qft_v1_000190,qft,benign,benign,1,4,2,qft
benign_qft_v1_000191,benign_qft_v1_000191,qft,benign,benign,2,4,1,qft
benign_qft_v1_000192,benign_qft_v1_000192,qft,benign,benign,1,4,4,qft
benign_qft_v1_000193,benign_qft_v1_000193,qft,benign,benign,3,3,2,qft
benign_qft_v1_000194,benign_qft_v1_000194,qft,benign,benign,1,2,2,qft
benign_qft_v1_000195,benign_qft_v1_000195,qft,benign,benign,1,4,2,qft
benign_qft_v1_000196,benign_qft_v1_000196,qft,benign,benign,3,2,4,qft
benign_qft_v1_000197,benign_qft_v1_000197,qft,benign,benign,0,2,0,qft
benign_qft_v1_000198,benign_qft_v1_000198,qft,benign,benign,2,4,2,qft
benign_qft_v1_000199,benign_qft_v1_000199,qft,benign,benign,1,4,4,qft
benign_qft_v1_000200,benign_qft_v1_000200,qft,benign,benign,3,4,3,qft
benign_qft_v1_000201,benign_qft_v1_000201,qft,benign,benign,0,3,0,qft
benign_qft_v1_000202,benign_qft_v1_000202,qft,benign,benign,3,1,4,qft
benign_qft_v1_000203,benign_qft_v1_000203,qft,benign,benign,0,3,0,qft
benign_qft_v1_000204,benign_qft_v1_000204,qft,benign,benign,3,2,3,qft
benign_qft_v1_000205,benign_qft_v1_000205,qft,benign,benign,1,2,4,qft
benign_qft_v1_000206,benign_qft_v1_000206,qft,benign,benign,3,0,0,qft
benign_qft_v1_000207,benign_qft_v1_000207,qft,benign,benign,0,2,2,qft
benign_qft_v1_000208,benign_qft_v1_000208,qft,benign,benign,1,4,3,qft
benign_qft_v1_000209,benign_qft_v1_000209,qft,benign,benign,1,1,0,qft
benign_qft_v1_000210,benign_qft_v1_000210,qft,benign,benign,0,3,3,qft
benign_qft_v1_000211,benign_qft_v1_000211,qft,benign,benign,4,2,1,qft
benign_qft_v1_000212,benign_qft_v1_000212,qft,benign,benign,0,1,1,qft
benign_qft_v1_000213,benign_qft_v1_000213,qft,benign,benign,1,4,2,qft
benign_qft_v1_000214,benign_qft_v1_000214,qft,benign,benign,4,0,3,qft
benign_qft_v1_000215,benign_qft_v1_000215,qft,benign,benign,2,0,0,qft
benign_qft_v1_000216,benign_qft_v1_000216,qft,benign,benign,2,0,0,qft
benign_qft_v1_000217,benign_qft_v1_000217,qft,benign,benign,2,4,0,qft
benign_qft_v1_000218,benign_qft_v1_000218,qft,benign,benign,0,1,3,qft
benign_qft_v1_000219,benign_qft_v1_000219,qft,benign,benign,0,3,0,qft
benign_qft_v1_000220,benign_qft_v1_000220,qft,benign,benign,3,3,3,qft
benign_qft_v1_000221,benign_qft_v1_000221,qft,benign,benign,1,3,1,qft
benign_qft_v1_000222,benign_qft_v1_000222,qft,benign,benign,0,2,3,qft
benign_qft_v1_000223,benign_qft_v1_000223,qft,benign,benign,2,0,3,qft
benign_qft_v1_000224,benign_qft_v1_000224,qft,benign,benign,4,1,3,qft
benign_qft_v1_000225,benign_qft_v1_000225,qft,benign,benign,0,1,0,qft
benign_qft_v1_000226,benign_qft_v1_000226,qft,benign,benign,1,1,1,qft
benign_qft_v1_000227,benign_qft_v1_000227,qft,benign,benign,2,4,3,qft
benign_qft_v1_000228,benign_qft_v1_000228,qft,benign,benign,3,0,2,qft
benign_qft_v1_000229,benign_qft_v1_000229,qft,benign,benign,0,0,1,qft
benign_qft_v1_000230,benign_qft_v1_000230,qft,benign,benign,3,2,4,qft
benign_qft_v1_000231,benign_qft_v1_000231,qft,benign,benign,3,2,0,qft
benign_qft_v1_000232,benign_qft_v1_000232,qft,benign,benign,4,2,2,qft
benign_qft_v1_000233,benign_qft_v1_000233,qft,benign,benign,1,0,2,qft
benign_qft_v1_000234,benign_qft_v1_000234,qft,benign,benign,2,1,2,qft
benign_qft_v1_000235,benign_qft_v1_000235,qft,benign,benign,2,3,4,qft
benign_qft_v1_000236,benign_qft_v1_000236,qft,benign,benign,4,4,0,qft
benign_qft_v1_000237,benign_qft_v1_000237,qft,benign,benign,3,0,1,qft
benign_qft_v1_000238,benign_qft_v1_000238,qft,benign,benign,1,2,2,qft
benign_qft_v1_000239,benign_qft_v1_000239,qft,benign,benign,2,0,3,qft
benign_qft_v1_000240,benign_qft_v1_000240,qft,benign,benign,3,2,2,qft
benign_qft_v1_000241,benign_qft_v1_000241,qft,benign,benign,1,1,1,qft
benign_qft_v1_000242,benign_qft_v1_000242,qft,benign,benign,0,0,2,qft
benign_qft_v1_000243,benign_qft_v1_000243,qft,benign,benign,3,0,4,qft
benign_qft_v1_000244,benign_qft_v1_000244,qft,benign,benign,4,0,1,qft
benign_qft_v1_000245,benign_qft_v1_000245,qft,benign,benign,2,3,0,qft
benign_qft_v1_000246,benign_qft_v1_000246,qft,benign,benign,1,0,4,qft
benign_qft_v1_000247,benign_qft_v1_000247,qft,benign,benign,4,0,2,qft
benign_qft_v1_000248,benign_qft_v1_000248,qft,benign,benign,0,0,3,qft
benign_qft_v1_000249,benign_qft_v1_000249,qft,benign,benign,1,4,1,qft
benign_qft_v1_000250,benign_qft_v1_000250,qft,benign,benign,3,1,1,qft
benign_qft_v1_000251,benign_qft_v1_000251,qft,benign,benign,3,0,0,qft
benign_qft_v1_000252,benign_qft_v1_000252,qft,benign,benign,1,2,2,qft
benign_qft_v1_000253,benign_qft_v1_000253,qft,benign,benign,2,1,4,qft
benign_qft_v1_000254,benign_qft_v1_000254,qft,benign,benign,3,1,2,qft
benign_qft_v1_000255,benign_qft_v1_000255,qft,benign,benign,2,0,1,qft
benign_qft_v1_000256,benign_qft_v1_000256,qft,benign,benign,0,1,3,qft
benign_qft_v1_000257,benign_qft_v1_000257,qft,benign,benign,2,3,3,qft
benign_qft_v1_000258,benign_qft_v1_000258,qft,benign,benign,1,3,0,qft
benign_qft_v1_000259,benign_qft_v1_000259,qft,benign,benign,3,2,3,qft
benign_qft_v1_000260,benign_qft_v1_000260,qft,benign,benign,0,1,0,qft
benign_qft_v1_000261,benign_qft_v1_000261,qft,benign,benign,0,2,2,qft
benign_qft_v1_000262,benign_qft_v1_000262,qft,benign,benign,1,0,4,qft
benign_qft_v1_000263,benign_qft_v1_000263,qft,benign,benign,0,4,4,qft
benign_qft_v1_000264,benign_qft_v1_000264,qft,benign,benign,4,1,0,qft
benign_qft_v1_000265,benign_qft_v1_000265,qft,benign,benign,3,1,1,qft
benign_qft_v1_000266,benign_qft_v1_000266,qft,benign,benign,4,0,0,qft
benign_qft_v1_000267,benign_qft_v1_000267,qft,benign,benign,3,4,1,qft
benign_qft_v1_000268,benign_qft_v1_000268,qft,benign,benign,3,3,4,qft
benign_qft_v1_000269,benign_qft_v1_000269,qft,benign,benign,1,4,0,qft
benign_qft_v1_000270,benign_qft_v1_000270,qft,benign,benign,4,3,1,qft
benign_qft_v1_000271,benign_qft_v1_000271,qft,benign,benign,0,2,3,qft
benign_qft_v1_000272,benign_qft_v1_000272,qft,benign,benign,1,0,0,qft
benign_qft_v1_000273,benign_qft_v1_000273,qft,benign,benign,4,4,2,qft
benign_qft_v1_000274,benign_qft_v1_000274,qft,benign,benign,0,1,4,qft
benign_qft_v1_000275,benign_qft_v1_000275,qft,benign,benign,3,3,4,qft
benign_qft_v1_000276,benign_qft_v1_000276,qft,benign,benign,1,1,2,qft
benign_qft_v1_000277,benign_qft_v1_000277,qft,benign,benign,0,2,4,qft
benign_qft_v1_000278,benign_qft_v1_000278,qft,benign,benign,2,2,0,qft
benign_qft_v1_000279,benign_qft_v1_000279,qft,benign,benign,2,2,1,qft
benign_qft_v1_000280,benign_qft_v1_000280,qft,benign,benign,1,2,2,qft
benign_qft_v1_000281,benign_qft_v1_000281,qft,benign,benign,3,2,4,qft
benign_qft_v1_000282,benign_qft_v1_000282,qft,benign,benign,3,1,4,qft
benign_qft_v1_000283,benign_qft_v1_000283,qft,benign,benign,1,3,3,qft
benign_qft_v1_000284,benign_qft_v1_000284,qft,benign,benign,3,3,2,qft
benign_qft_v1_000285,benign_qft_v1_000285,qft,benign,benign,0,1,3,qft
benign_qft_v1_000286,benign_qft_v1_000286,qft,benign,benign,1,4,2,qft
benign_qft_v1_000287,benign_qft_v1_000287,qft,benign,benign,1,4,2,qft
benign_qft_v1_000288,benign_qft_v1_000288,qft,benign,benign,2,2,3,qft
benign_qft_v1_000289,benign_qft_v1_000289,qft,benign,benign,0,4,1,qft
benign_qft_v1_000290,benign_qft_v1_000290,qft,benign,benign,2,4,3,qft
benign_qft_v1_000291,benign_qft_v1_000291,qft,benign,benign,2,3,0,qft
benign_qft_v1_000292,benign_qft_v1_000292,qft,benign,benign,0,0,1,qft
benign_qft_v1_000293,benign_qft_v1_000293,qft,benign,benign,0,3,2,qft
benign_qft_v1_000294,benign_qft_v1_000294,qft,benign,benign,0,4,4,qft
benign_qft_v1_000295,benign_qft_v1_000295,qft,benign,benign,0,0,2,qft
benign_qft_v1_000296,benign_qft_v1_000296,qft,benign,benign,2,3,3,qft
benign_qft_v1_000297,benign_qft_v1_000297,qft,benign,benign,3,2,3,qft
benign_qft_v1_000298,benign_qft_v1_000298,qft,benign,benign,0,4,1,qft
